Key,Date,Pro,Pro Cell,Shipper,Consignee,Product,Status,Target Weight,Net Weight,Railcar 1,Batch 1,Railcar 1 Weight,Railcar 2,Batch 2,Railcar 2 Weight,Shipper Order,Customer PO#,,,,,,,,,,,,,,archive_status
TBOA 1238,10/22/2024,62717,O22,LYONDELLBASELL,"FLEX N GATE PLASTICS - CHICAGO, IL",HIFAX TYC 1342P,MOVED,,0,,,0,,,,8108252985,1837,,,,,,,,,,,,,,TRUE
TBOA 1239,10/22/2024,62718,W22,CP CHEM,"ALTIUM PKG - WEST MEMPHIS, AR",9513H,Yes - On Dispatch Schedule,47000,46680,CPCX 815390,NRE120262,46680,,,,81240938,342619,,,,,,,,,,,,,,TRUE
TBOA 1240,10/22/2024,62719,G40,CP CHEM,"SCHUETZ CONT SYS - ST JOSEPH, MO",C51301UV,Yes - On Dispatch Schedule,47000,47140,CPCX 805042,PRJ610260,36260,ITFX 177126,PRJ611000,10880,81240942,4503718063,,,,,,,,,,,,,,TRUE
TBOA 1241,10/22/2024,62720,O40,CP CHEM,"SCHUETZ CONT SYS - PLAINFIELD, IN",C51301UV,Yes - On Dispatch Schedule,47000,47080,CPCX 814325,PRJ611070,22640,CHVX 893116,PRJ611050,24440,81240943,4503716683,,,,,,,,,,,,,,TRUE
TBOA 1242,10/22/2024,62721,W40,EXXON,"TOYOTA BOSHOKU - LAWRENCEVILLE, IL",PP8285E1,CANCELLED,48000,0,,,0,,,,14503065,881398105,,,,,,,,,,,,,,TRUE
TBOA 1243,10/22/2024,62722,G58,FORMOSA,"GREENSTREAK - ST LOUIS, MO",H685P,Yes - On Dispatch Schedule,45000,46320,MBKX 175064,2408175064,14980,FPAX 215116,2408215116,31340,L49A359,4504864190,,,,,,,,,,,,,,TRUE
TBOA 1244,10/22/2024,62729,O58,EXXON,"PLASTIC OMNIUM INERGY - KANSAS CITY, KS",BA46-055,Yes - On Dispatch Schedule,48000,47040,XOMX 710977,24909507,47040,,,,14503657,881398444,,,,,,,,,,,,,,TRUE
TBOA 1245,10/22/2024,62730,W58,LYONDELLBASELL,"BERRY GLOBAL - FRANKLIN, IN",LR734046,Yes - On Dispatch Schedule,48000,47820,EQUX 620260,CB124F0203,47820,,,,8108257212,4752530,,,,,,,,,,,,,,TRUE
TBOA 1246,10/22/2024,62731,G76,LYONDELLBASELL,"FLEX N GATE PLASTICS - DANVILLE, IL",HIFAX TYC 1342P,Yes - On Dispatch Schedule,48000,47400,UNPX 124056,DH07M0602,47400,,,,8108257203,9407,,,,,,,,,,,,,,TRUE
TBOA 1247,10/22/2024,62736,O76,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,48780,TILX 621747,CB124J2005,16840,MLLX 98632,CB124J2104,31940,8108261548,4500033962,,,,,,,,,,,,,,TRUE
TBOA 1248,10/22/2024,62737,W76,LYONDELLBASELL,"NASCOTE INDUSTRIES - NASHVILLE, IL",HIFAX TYC 1342X,Yes - On Dispatch Schedule,48000,47380,EQUX 23399,DH20M0701,47380,,,,8108261549,B00901407,,,,,,,,,,,,,,TRUE
TBOA 1249,10/22/2024,62748,G94,BOORTMALT,"SCHLAFLY BOTTLEWORKS - MAPLEWOOD, MO",PM 2R PALE MALT,Yes - On Dispatch Schedule,49000,48240,IARX 570354,IARX 570354,48240,,,,80134219,ST0004519 - Bulk C: 40003029 (2024),,,,,,,,,,,,,,TRUE
TBOA 1250,10/22/2024,62749,O94,BAMBERGER AMCO,"TNT PLASTICS - PERRYVILLE, MO",BAPOLENE 133F NATURAL,MOVED,45000,44060,WLPX 58035,8549880RL,44060,,,,101215259-01-01,11600,,,,,,,,,,,,,,TRUE
TBOA 1251,10/22/2024,62695,W94,EXXON,"CKS PKG - OMAHA, NE",AD60-005,Yes - On Dispatch Schedule,48000,47140,XOMX 717212,24810559,47140,,,,14511293,881405586,,,,,,,,,,,,,,TRUE
TBOA1252,10/23/2024,62655,G4,BAMBERGER AMCO,"COMPAC INT - CARBONDALE, IL",LLDPE HEXENE WS NATURAL,Yes - On Dispatch Schedule,STRIP OUT,44000,MBKX 175315,PE31407427,44000,,,,101063760-01-02,RM240126,,,,,,,,,,,,,,TRUE
TBOA 1253,10/23/2024,62733,O4,LYONDELLBASELL,"BECTON DICKINSON - BROKEN BOW, NE",PF511,Yes - On Dispatch Schedule,46000,46960,EQUX 19496,DG24BCC01,46960,,,,8108257209,6501271091,,,,,,,,,,,,,,TRUE
TBOA 1254,10/23/2024,62763,W4,OXY,"EAGLE PKG INC - EARTH CITY, MO",226FEP,Yes - On Dispatch Schedule,44000,42280,OCPX 70467,5470N9A029,42280,,,,86636912,4506241946,,,,,,,,,,,,,,TRUE
TBOA 1255,10/23/2024,62735,G22,EXXON,"TOYOTA BOSHOKU - BARDSTOWN, KY",PP8285E1,Yes - On Dispatch Schedule,48000,47540,ECUX 887850,24H0883A5,47540,,,,14506161,881400981,,,,,,,,,,,,,,TRUE
TBOA 1256,10/23/2024,62738,O22,LYONDELLBASELL,"AXIUM (INNOV) - NEW ALBANY, OH",RP311H,CANCELLED,48000,48620,MLLX 97257,DH12LJK03,7280,MLLX 97155,DH28LKJ02,41340,8108261552,4500034151,,,,,,,,,,,,,,TRUE
TBOA 1257,10/23/2024,62739,W22,LYONDELLBASELL,"NASCOTE INDUSTRIES - NASHVILLE, IL",HIFAX TYC 1342P,Yes - On Dispatch Schedule,48000,47320,EQUX 23099,DH29M0602,47320,,,,8108261558,B00901407,,,,,,,,,,,,,,TRUE
TBOA 1258,10/23/2024,62740,G40,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,48480,MLLX 98632,CB124J2104,48480,,,,8108261556,4500033962,,,,,,,,,,,,,,TRUE
TBOA 1259,10/23/2024,62750,O40,CP CHEM,"SCHUETZ CONT SYS - ST JOSEPH, MO",C51301UV,Yes - On Dispatch Schedule,47000,46720,CHVX 893116,PRJ611050,46720,,,,81242662,4503718064,,,,,,,,,,,,,,TRUE
TBOA 1260,10/23/2024,62751,W40,CP CHEM,"SCHUETZ CONT SYS - PLAINFIELD, IN",C51301UV,Yes - On Dispatch Schedule,47000,44580,CHVX 893116,PRJ611050,44580,,,,81242663,4503716684,,,,,,,,,,,,,,TRUE
TBOA 1261,10/23/2024,62758,G58,LYONDELLBASELL,"SILGAN PLASTICS - HAZELWOOD, MO",RP311H,Yes - On Dispatch Schedule,48000,47540,EQUX 18929,DH29LKJ03,25700,MLLX 97155,DH28LKJ02,21840,8108265166,378861-53,,,,,,,,,,,,,,TRUE
TBOA 1262,10/23/2024,62707,O58,EXXON,"TG MISSOURI - PERRYVILLE, MO",PP7855E1,Yes - On Dispatch Schedule,48000,47240,XOMX 717892,24I2883A6,47240,,,,14513474,881408957,,,,,,,,,,,,,,TRUE
TBOA 1263,10/23/2024,62717,W58,LYONDELLBASELL,"FLEX N GATE PLASTICS - CHICAGO, IL",HIFAX TYC 1342P,Yes - On Dispatch Schedule,48000,48160,UNPX 124056,DH07M0602,48160,,,,8108252985,1837,,,,,,,,,,,,,,TRUE
TBOA 1264,10/23/2024,62778,G76,BAMBERGER AMCO,"LADDAWN INC. - MANCHESTER, IA",BAPOLENE 133B NATURAL,Yes - On Dispatch Schedule,48000,47980,TILX 624502,8779648BT,47980,,,,101290119-01-01,159392,,,,,,,,,,,,,,TRUE
TBOA 1265,10/23/2024,62796,O76,EXXON,"PLASTIC OMNIUM INERGY - KANSAS CITY, KS",BA46-055,Yes - On Dispatch Schedule,48000,47940,XOMX 710977,24909507,47940,,,,14521420,881416400,,,,,,,,,,,,,,TRUE
TBOA1266,10/24/2024,62741,G4,EXXON,"YANFENG - LOUISVILLE, KY",PP8285E1,CANCELLED,48000,0,,,0,,,,14506113,881400984,,,,,,,,,,,,,,TRUE
TBOA 1267,10/24/2024,62724,O4,EXXON,"PLASTIC OMNIUM INERGY - KANSAS CITY, KS",BA46-055,CANCELLED,48000,0,,,0,,,,14506211,881400986,,,,,,,,,,,,,,TRUE
TBOA 1268,10/24/2024,62742,W4,EXXON,"YANFENG - LOUISVILLE, KY",PP7855E1,CANCELLED,48000,0,,,0,,,,14506319,881400982,,,,,,,,,,,,,,TRUE
TBOA 1269,10/24/2024,62743,G22,EXXON,"CKS PKG - OMAHA, NE",AD60-005,MOVED,48000,0,XOMX 717212,24810559,,ECUX 882651,24710548,,14506131,881400983,,,,,,,,,,,,,,TRUE
TBOA 1270,10/24/2024,62744,O22,EXXON,"NYX - NEW ALBANY, IN",PP7855E1,CANCELLED,48000,0,,,0,,,,14506162,881400985,,,,,,,,,,,,,,TRUE
TBOA 1271,10/24/2024,62745,W22,EXXON,"PLASTIC OMNIUM INERGY - KANSAS CITY, KS",BA46-055,CANCELLED,48000,0,,,0,,,,14507337,88102243,,,,,,,,,,,,,,TRUE
TBOA 1272,10/24/2024,62752,G40,CP CHEM,"SCHUETZ CONT SYS - ST JOSEPH, MO",C51301UV,Yes - On Dispatch Schedule,47000,45180,CPCX 805042,PRJ610260,45180,,,,81242681,4503718065,,,,,,,,,,,,,,TRUE
TBOA 1273,10/24/2024,62753,O40,CP CHEM,"SCHUETZ CONT SYS - PLAINFIELD, IN",C51301UV,Yes - On Dispatch Schedule,45000,44420,CHVX 893116,PRJ611050,44420,,,,81242679,4503716685,,,,,,,,,,,,,,TRUE
TBOA 1274,10/24/2024,62754,W40,CP CHEM,"BECTON DICKINSON - BROKEN BOW, NE",9018,Yes - On Dispatch Schedule,47000,46480,CPCX 816408,DRH921520,46480,,,,81242685,6501268713,,,,,,,,,,,,,,TRUE
TBOA 1275,10/24/2024,62755,G58,FORMOSA,"GREENSTREAK - ST LOUIS, MO",H685P,Yes - On Dispatch Schedule,45000,44020,FPAX 215116,2408215116,44020,,,,L49A360,4504864190,,,,,,,,,,,,,,TRUE
TBOA 1276,10/24/2024,62756,O58,EXXON,"WHIRLPOOL - VICTOR, IA",PP7694E2,Yes - On Dispatch Schedule,48000,47360,XOMX 710733,24H1541A1,47360,,,,14509820,881404796,,,,,,,,,,,,,,TRUE
TBOA 1277,10/24/2024,62757,W58,BAMBERGER AMCO,"B&B MOLDERS - MISHAWAKA, IN",TE PP 4624WZ NAT,Yes - On Dispatch Schedule,48000,49300,AEQX 74158,LP24070425,49300,,,,101278582-01-01,19513-BBM,,,,,,,,,,,,,,TRUE
TBOA 1278,10/24/2024,62759,G76,LYONDELLBASELL,"ALPHA - ST LOUIS, MO",RP311H,CANCELLED,48000,48620,MLLX 97257,DH12LJK03,7280,MLLX 97155,DH28LKJ02,41340,8108265173,7172-01,,,,,,,,,,,,,,TRUE
TBOA 1279,10/24/2024,62760,O76,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,48660,EQUX 23073,CB124J1702,48660,,,,8108265167,4500033962,,,,,,,,,,,,,,TRUE
TBOA 1280,10/24/2024,62764,W76,EXXON,"TG KENTUCKY - LEBANON, KY",PP7855E1,Yes - On Dispatch Schedule,48000,49440,XOMX 717892,24I2883A6,49440,,,,14511172,881405591,,,,,,,,,,,,,,TRUE
TBOA 1281,10/24/2024,62777,G94,EXXON,"TOYOTA BOSHOKU - BARDSTOWN, KY",PP8285E1,Yes - On Dispatch Schedule,48000,47080,ECUX 887850,24H0883A5,21280,XOMX 711305,24H0781A2,25800,14514381,881408293,,,,,,,,,,,,,,TRUE
TBOA 1282,10/24/2024,62749,O94,BAMBERGER AMCO,"TNT PLASTICS - PERRYVILLE, MO",BAPOLENE 133F NATURAL,Yes - On Dispatch Schedule,45000,44060,WLPX 58035,8549880RL,44060,,,,101215259-01-02,11600,,,,,,,,,,,,,,TRUE
TBOA 1283,10/24/2024,62779,W94,OXY,"EAGLE PKG INC - EARTH CITY, MO",226FEP,Yes - On Dispatch Schedule,STRIP OUT,45200,OCPX 70467,5470N9A029,45200,,,,86637542,4506241946,,,,,,,,,,,,,,TRUE
TBOA1284,10/25/2024,62746,G4,LYONDELLBASELL,"VENTRA - RUSSELLVILLE, KY",HIFAX TYC 1342P,Yes - On Dispatch Schedule,STRIP OUT,46880,UNPX 124056,DH07M0602,46880,,,,8108261555,14945,,,,,,,,,,,,,,TRUE
TBOA 1285,10/25/2024,62761,O4,SHAW,"SEV-REND CORP - COLLINSVILLE, IL",HDPE,MOVED,48000,0,BPTX 729126,36511,0,,,,36511/277191,26997,,,,,,,,,,,,,,TRUE
TBOA 1286,10/25/2024,62762,W4,LYONDELLBASELL,"PRETIUM PKG - AURORA, IL",L5840,CANCELLED,"45,000 MAX",0,,,0,,,,8108265169,920010656,,,,,,,,,,,,,,TRUE
TBOA 1287,10/25/2024,62765,G22,EXXON,"YANFENG - LOUISVILLE, KY",PP7855E1,Yes - On Dispatch Schedule,48000,49500,XOMX 717892,24I2883A6,49500,,,,14511066,881406124,,,,,,,,,,,,,,TRUE
TBOA 1288,10/25/2024,62766,O22,EXXON,"YANFENG - LOUISVILLE, KY",PP8285E1,Yes - On Dispatch Schedule,48000,47180,XOMX 711305,24H0781A2,47180,,,,14510903,881406126,,,,,,,,,,,,,,TRUE
TBOA 1289,10/25/2024,62767,W22,CP CHEM,"SCHUETZ CONT SYS - ST JOSEPH, MO",C51301UV,Yes - On Dispatch Schedule,47000,46040,ITFX 177126,PRJ611000,46040,,,,81243658,4503718066,,,,,,,,,,,,,,TRUE
TBOA 1290,10/25/2024,62768,G40,CP CHEM,"SCHUETZ CONT SYS - PLAINFIELD, IN",C51301UV,Yes - On Dispatch Schedule,47000,48240,ITFX 177126,PRJ611000,48240,,,,81243659,4503716687,,,,,,,,,,,,,,TRUE
TBOA 1291,10/25/2024,62769,O40,FORMOSA,"GREENSTREAK - ST LOUIS, MO",H685P,MOVED,45000,47120,FPAX 215116,2408215116,47120,,,,L49A361,4504864190,,,,,,,,,,,,,,TRUE
TBOA 1292,10/25/2024,62770,W40,EXXON,"TOYOTA BOSHOKU - BARDSTOWN, KY",PP8285E1,Yes - On Dispatch Schedule,48000,47000,XOMX 711305,24H0781A2,47000,,,,14513062,881407891,,,,,,,,,,,,,,TRUE
TBOA 1293,10/25/2024,62771,G58,EXXON,"TOYOTA BOSHOKU - LAWRENCEVILLE, IL",PP8285E1,MOVED,48000,0,XOMX 711305,24H0781A2,0,,,,14513064,881407888,,,,,,,,,,,,,,TRUE
TBOA 1294,10/25/2024,62775,O58,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,47940,EQUX 23073,CB124J1702,47940,,,,8108269372,4500033962,,,,,,,,,,,,,,TRUE
TBOA 1295,10/25/2024,62776,W58,LYONDELLBASELL,"NASCOTE INDUSTRIES - NASHVILLE, IL",HIFAX TYC 1342P,Yes - On Dispatch Schedule,48000,48940,EQUX 23099,DH29M0602,48940,,,,8108269373,B00901407,,,,,,,,,,,,,,TRUE
TBOA 1296,10/25/2024,62780,G76,OXY,"EAGLE PKG INC - EARTH CITY, MO",226FEP,Yes - On Dispatch Schedule,49000,48920,OCPX 71810,5470N9A030,48920,,,,86637766,4506241946,,,,,,,,,,,,,,TRUE
TBOA 1297,10/25/2024,62781,O76,BAMBERGER AMCO,"TNT PLASTICS - PERRYVILLE, MO",BAPOLENE 133B NATURAL,Yes - On Dispatch Schedule,48000,47500,ACFX 40963,8439145RL,47500,,,,101184707-01-01,11557,,,,,,,,,,,,,,TRUE
TBOA 1298,10/25/2024,62785,W76,EXXON,"NYX - NEW ALBANY, IN",PP7855E1,Yes - On Dispatch Schedule,48000,47620,XOMX 717892,24I2883A6,47620,,,,14518067,881413609,,,,,,,,,,,,,,TRUE
TBOA 1299,10/25/2024,62797,G94,EXXON,"PLASTIC OMNIUM INERGY - KANSAS CITY, KS",BA46-055,Yes - On Dispatch Schedule,48000,48000,XOMX 710977,24909507,39400,XOMX 54416,24909515,8600,14521334,881416002,,,,,,,,,,,,,,TRUE
TBOA 1300,10/25/2024,62743,O94,EXXON,"CKS PKG - OMAHA, NE",AD60-005,Yes - On Dispatch Schedule,48000,49700,XOMX 717212,24810559,2540,ECUX 882651,24710548,47160,14525300,881421440,,,,,,,,,,,,,,TRUE
TBOA1301,10/26/2024,62786,G4,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,CANCELLED,48000,0,,,0,,,,8108274024,4500033962,,,,,,,,,,,,,,TRUE
TBOA 1302,10/26/2024,62787,O4,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,CANCELLED,48000,0,,,0,,,,8108274038,4500033962,,,,,,,,,,,,,,TRUE
TBOA1330,10/28/2024,62772,G4,EXXON,"YANFENG - LOUISVILLE, KY",PP8285E1,Yes - On Dispatch Schedule,48000,47920,XOMX 711305,24H0781A2,38340,ECUX 881271,24H0383A8,9580,14513012,881407886,,,,,,,,,,,,,,TRUE
TBOA 1331,10/28/2024,62773,O4,EXXON,"EPC - LEBANON, KY",PP7855E1,Yes - On Dispatch Schedule,48000,47120,XOMX 717892,24I2883A6,10900,XOMX 600307,24I2981A2,36220,14513098,881407884,,,,,,,,,,,,,,TRUE
TBOA 1332,10/28/2024,62774,W4,EXXON,"CKS PKG - OMAHA, NE",AD60-005,Yes - On Dispatch Schedule,48000,47320,ECUX 882651,24710548,47320,,,,14513013,881407889,,,,,,,,,,,,,,TRUE
TBOA 1333,10/28/2024,62782,G22,FORMOSA,"GREENSTREAK - ST LOUIS, MO",H685P,CANCELLED,45000,0,FPAX 215116,2408215116,0,,,,L49A362,4504864190,,,,,,,,,,,,,,TRUE
TBOA 1334,10/28/2024,62783,O22,EXXON,"TOYOTA BOSHOKU - BARDSTOWN, KY",PP8285E1,Yes - On Dispatch Schedule,48000,47120,XOMX 711305,24H0781A2,47120,,,,14517164,881412394,,,,,,,,,,,,,,TRUE
TBOA 1335,10/28/2024,62788,W22,LYONDELLBASELL,"BECTON DICKINSON - BROKEN BOW, NE",PF511,Yes - On Dispatch Schedule,46000,46660,EQUX 16486,DH28BCC05,46660,,,,8108274023,6501245003,,,,,,,,,,,,,,TRUE
TBOA 1336,10/28/2024,62789,G40,LYONDELLBASELL,"DEE ZEE INC - WEST DES MOINES, IA",HIFAX TRC 779P 848,Yes - On Dispatch Schedule,STRIP OUT,46240,EQUX 23075,DH16T0601,46240,,,,8108274029,7302450,,,,,,,,,,,,,,TRUE
TBOA 1337,10/28/2024,62790,O40,LYONDELLBASELL,"AXIUM (INNOV) - NEW ALBANY, OH",RP311H,CANCELLED,47000,48620,MLLX 97257,DH12LJK03,7280,MLLX 97155,DH28LKJ02,41340,8108274033,4500034151,,,,,,,,,,,,,,TRUE
TBOA 1338,10/28/2024,62791,W40,LYONDELLBASELL,"BERRY GLOBAL - FRANKLIN, IN",PF511,Yes - On Dispatch Schedule,48000,49180,EQUX 16486,DH28BCC05,49180,,,,8108274035,4725176,,,,,,,,,,,,,,TRUE
TBOA 1339,10/28/2024,,G58,CP CHEM,"AXIUM PKG - JEFFERSON CITY, MO",9513H,MOVED,47000,0,,,0,,,,81245176,4500034350,,,,,,,,,,,,,,TRUE
TBOA 1340,10/28/2024,62798,O58,LYONDELLBASELL,"ALPHA - ST LOUIS, MO",RP311H,CANCELLED,48000,47480,MLLX 24057,DK06LKJ05,47480,,,,8108278314,7172-01,,,,,,,,,,,,,,TRUE
TBOA 1341,10/28/2024,62799,W58,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,47220,EQUX 630937,CB124J1703,47220,,,,8108278312,4500033962,,,,,,,,,,,,,,TRUE
TBOA 1342,10/28/2024,62769,G76,FORMOSA,"GREENSTREAK - ST LOUIS, MO",H685P,Yes - On Dispatch Schedule,45000,47120,FPAX 215116,2408215116,47120,,,,L49A361,4504864190,,,,,,,,,,,,,,TRUE
TBOA 1343,10/28/2024,62808,O76,CP CHEM,"PERFORMANCE PIPE - BLOOMFIELD, IA",H516HP,Yes - On Dispatch Schedule,47000,47460,AOKX 601807,WRJ110810,47460,,,,81246157,4504493952,,,,,,,,,,,,,,TRUE
TBOA 1344,10/28/2024,62800,W76,LYONDELLBASELL,"VENTRA - KANSAS CITY, KS",HIFAX TYC 1168P 848,MOVED,,0,,,0,,,,8108278310,51370,,,,,,,,,,,,,,TRUE
TBOA1345,10/29/2024,62784,G4,EXXON,"YANFENG - LOUISVILLE, KY",PP8285E1,Yes - On Dispatch Schedule,48000,47120,ECUX 881271,24H0383A8,47120,,,,14517173,881412392,,,,,,,,,,,,,,TRUE
TBOA 1346,10/29/2024,62792,O4,EXXON,"TG MISSOURI - PERRYVILLE, MO",PP7855E1,CANCELLED,48000,0,,,0,,,,14520957,881416924,,,,,,,,,,,,,,TRUE
TBOA 1347,10/29/2024,62801,W4,FORMOSA,"GREENSTREAK - ST LOUIS, MO",H685P,CANCELLED,45000,45940,FPAX 215116,2408215116,45940,,,,L49A363,4504864190,,,,,,,,,,,,,,TRUE
TBOA 1348,10/29/2024,62802,G22,LYONDELLBASELL,"NASCOTE INDUSTRIES - NASHVILLE, IL",HIFAX TYC 1342X,Yes - On Dispatch Schedule,48000,48220,EQUX 23399,DH20M0701,48220,,,,8108278320,B00901407,,,,,,,,,,,,,,TRUE
TBOA 1349,10/29/2024,62803,O22,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,47060,EQUX 630937,CB124J1703,47060,,,,8108278318,4500033962,,,,,,,,,,,,,,TRUE
TBOA 1350,10/29/2024,62804,W22,LYONDELLBASELL,"FLEX N GATE PLASTICS - DANVILLE, IL",HIFAX TYC 1342P,MOVED,47000,46500,EQUX 23099,DH29M0602,46500,,,,8108278313,9407,,,,,,,,,,,,,,TRUE
TBOA 1351,10/29/2024,62805,G40,LYONDELLBASELL,"PRAIRIE FARMS - O'FALLON, IL",LM600700,Yes - On Dispatch Schedule,48000,47680,MLLX 26657,CL424J09J4,3040,TILX 620183,CL424K12J4,44640,8108278787,L8102924,,,,,,,,,,,,,,TRUE
TBOA 1352,10/29/2024,62809,O40,CP CHEM,"PERFORMANCE PIPE - BLOOMFIELD, IA",H516HP,Yes - On Dispatch Schedule,47000,46380,AOKX 601807,WRJ110810,46380,,,,81246158,4504494050,,,,,,,,,,,,,,TRUE
TBOA 1353,10/29/2024,62810,W40,CP CHEM,"ALTIUM PKG - WEST MEMPHIS, AR",9513H,Yes - On Dispatch Schedule,47000,48760,CPCX 815390,NRE120262,48760,,,,81246168,342620,,,,,,,,,,,,,,TRUE
TBOA 1354,10/29/2024,62811,G58,CP CHEM,"SCHUETZ CONT SYS - ST JOSEPH, MO",C51301UV,Yes - On Dispatch Schedule,47000,46160,ITFX 177126,PRJ611000,46160,,,,81246162,4503768452,,,,,,,,,,,,,,TRUE
TBOA 1355,10/29/2024,62812,O58,CP CHEM,"SCHUETZ CONT SYS - PLAINFIELD, IN",C51301UV,Yes - On Dispatch Schedule,47000,48420,ITFX 177126,PRJ611000,17320,CPCX 824244,PRJ610990,31100,81246177,4503716688,,,,,,,,,,,,,,TRUE
TBOA 1356,10/29/2024,62800,W58,LYONDELLBASELL,"VENTRA - KANSAS CITY, KS",HIFAX TYC 1168P 848,Yes - On Dispatch Schedule,STRIP OUT,44400,EQUX 23055,DF18T0501,44400,,,,8108278310,51370,,,,,,,,,,,,,,TRUE
TBOA 1357,10/29/2024,62827,G76,EXXON,"PLASTIC OMNIUM INERGY - KANSAS CITY, KS",BA46-055,Yes - On Dispatch Schedule,48000,47880,XOMX 54416,24909515,47880,,,,14529109,881425955,,,,,,,,,,,,,,TRUE
TBOA 1358,10/29/2024,62771,O76,EXXON,"TOYOTA BOSHOKU - LAWRENCEVILLE, IL",PP8285E1,Yes - On Dispatch Schedule,48000,47460,ECUX 881271,24H0383A8,47460,,,,14529404,881426336,,,,,,,,,,,,,,TRUE
TBOA 1359,10/29/2024,62761,W76,SHAW,"SEV-REND CORP - COLLINSVILLE, IL",HDPE,Yes - On Dispatch Schedule,48000,47760,BPTX 729126,36511,47760,,,,36511/277191,26997,,,,,,,,,,,,,,TRUE
TBOA 1360,10/29/2024,62837,G94,BAMBERGER AMCO,"PRETIUM PKG - ST. LOUIS, MO",COPYLENE CH120LN NATURAL,Yes - On Dispatch Schedule,STRIP OUT,47140,GPLX 77950,ZD03XPB02,47140,,,,101117195-01-02,6247-01,,,,,,,,,,,,,,TRUE
TBOA1361,10/30/2024,62793,G4,BAMBERGER AMCO,"BUCKEYE INTERNATIONAL- HAZELWOOD, MO",Bapolene 350F NATURAL,Yes - On Dispatch Schedule,47000,46180,BPTX 543739,8443406RL,46180,,,,101308828-01-01,4500092405,,,,,,,,,,,,,,TRUE
TBOA 1362,10/30/2024,62794,O4,EXXON,"TOYOTA BOSHOKU - SCOTTSBURG, IN",PP7855E1,Yes - On Dispatch Schedule,48000,48880,XOMX 600307,24I2981A2,48880,,,,14520987,881416927,,,,,,,,,,,,,,TRUE
TBOA 1363,10/30/2024,62806,W4,LYONDELLBASELL,"VENTRA - RUSSELLVILLE, KY",HIFAX TYC 1342P,Yes - On Dispatch Schedule,STRIP OUT,46440,EQUX 23099,DH29M0602,46440,,,,8108278311,14945,,,,,,,,,,,,,,TRUE
TBOA 1364,10/30/2024,62807,G22,EXXON,"TG MISSOURI - PERRYVILLE, MO",PP7855E1,MOVED,48000,0,,,0,,,,14521462,881417331,,,,,,,,,,,,,,TRUE
TBOA 1365,10/30/2024,62813,O22,EXXON,"TOYOTA BOSHOKU - BARDSTOWN, KY",PP8285E1,Yes - On Dispatch Schedule,48000,47420,ECUX 881271,24H0383A8,47420,,,,14524829,881420741,,,,,,,,,,,,,,TRUE
TBOA 1366,10/30/2024,62814,W22,EXXON,"TOYOTA BOSHOKU - PRINCETON, IN",PP8285E1,Yes - On Dispatch Schedule,48000,48280,TCMX 472497,24H0783A2,2180,ECUX 881271,24H0383A8,46100,14524803,881420742,,,,,,,,,,,,,,TRUE
TBOA 1367,10/30/2024,62817,G40,CP CHEM,"PERFORMANCE PIPE - BLOOMFIELD, IA",H516HP,Yes - On Dispatch Schedule,47000,47200,AOKX 601807,WRJ110810,47200,,,,81246699,4504494051,,,,,,,,,,,,,,TRUE
TBOA 1368,10/30/2024,62818,O40,LYONDELLBASELL,"AXIUM PKG - JEFFERSON CITY, MO",LR734022,Yes - On Dispatch Schedule,48000,49060,MLLX 98632,CB124J2104,32260,EQUX 23073,CB124J1702,16800,8108282379,4500033962,,,,,,,,,,,,,,TRUE
TBOA 1369,10/30/2024,62819,W40,LYONDELLBASELL,"NASCOTE INDUSTRIES - NASHVILLE, IL",HIFAX TYC 1342P,Yes - On Dispatch Schedule,48000,50000,MLLX 97454,DJ28M0602,50000,,,,8108282381,B00901407,,,,,,,,,,,,,,TRUE
TBOA 1370,10/30/2024,62820,G58,LYONDELLBASELL,"SILGAN PLASTICS - HAZELWOOD, MO",RP311H,Yes - On Dispatch Schedule,48000,47480,MLLX 24057,DK06LKJ05,47480,,,,8108282383,378861-53,,,,,,,,,,,,,,TRUE
TBOA 1371,10/30/2024,62821,O58,LYONDELLBASELL,"HILAND DAIRY - KANSAS CITY, MO",LM600700,Yes - On Dispatch Schedule,48000,47080,TILX 620183,CL424K12J4,47080,,,,8108282385,11007,,,,,,,,,,,,,,TRUE
TBOA 1372,10/30/2024,62822,W58,CP CHEM,"SCHUETZ CONT SYS - PLAINFIELD, IN",C51301UV,CANCELLED,47000,48260,CPCX 824244,PRJ610990,48260,,,,81246707,4503716690,,,,,,,,,,,,,,TRUE
